city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga
Jakarta Pusat,352,590,2,1,3,1998,HGB,Sedang,-6.203286081865821,106.8757561298696,5403574626
Jakarta Pusat,593,612,1,1,1,1982,HGB,Bagus,-6.3782793886194,106.91318695951212,7251180246
Bekasi,562,749,2,2,2,2014,HGB,Butuh Renovasi,-6.136850063335535,106.92358768485295,4442726176
Jakarta Barat,591,672,5,4,0,1984,SHM,Sedang,-6.1249877846480425,106.9266472602274,6463703706
Jakarta Barat,436,637,5,4,3,2014,SHM,Sedang,-6.108437331736435,106.89230220596447,5265849842
Bogor,345,476,3,3,1,2006,SHM,Baru,-6.121321543289542,106.74905957965397,2335428494
Bekasi,530,566,4,4,1,2016,SHM,Bagus,-6.354839087328516,106.80935544186863,3954953910
Jakarta Selatan,591,722,6,6,3,2000,SHM,Sedang,-6.271578104353771,106.92836159123661,8165531022
Bekasi,144,220,4,4,0,1995,HGB,Sedang,-6.388590760431071,106.98509663468826,1380438294
Bekasi,407,495,7,6,0,2007,SHM,Butuh Renovasi,-6.167826620689648,106.70526302874772,3306030208
Bekasi,241,493,2,2,2,2004,SHM,Butuh Renovasi,-6.139048903199566,106.8513717368951,2304404482
Jakarta Pusat,78,271,6,6,3,2012,Girik,Bagus,-6.152048906245869,106.78000712682378,2216074884
Bekasi,280,455,6,6,0,1996,SHM,Sedang,-6.2983215679561075,106.75212604618139,2638284756
Jakarta Utara,322,354,4,3,3,2022,SHM,Baru,-6.184464140359626,106.84185941872632,3342152297
Jakarta Barat,390,447,6,5,1,2009,HGB,Bagus,-6.415847290648306,106.8739485889781,4502253168
Bogor,511,711,6,5,1,2020,HGB,Baru,-6.435914330283262,106.68312711405424,3907376798
Jakarta Utara,118,145,5,4,1,1983,SHM,Sedang,-6.186367254991933,106.92966610310438,1358982592
Bogor,145,179,1,1,3,1981,HGB,Butuh Renovasi,-6.30112565398496,106.94236228200302,1286483486
Jakarta Timur,225,349,2,2,2,1988,SHM,Bagus,-6.10155775734115,106.98896346386174,2773134521
Bogor,286,327,4,3,2,2010,SHM,Bagus,-6.415961024450564,106.73780599463191,2077445764
Jakarta Barat,326,410,5,4,0,2004,SHM,Butuh Renovasi,-6.150530311462668,106.8702568199555,3454039243
Jakarta Barat,236,423,7,6,3,2016,HGB,Bagus,-6.282005927064853,106.81652011951245,3452306252
Bekasi,361,471,7,7,2,2015,SHM,Bagus,-6.160497431573643,106.78714491249772,3167136174
Depok,546,816,3,3,3,1984,HGB,Bagus,-6.164005451240449,106.86100270446,4351141200
Jakarta Timur,444,548,6,5,2,2003,SHM,Sedang,-6.129402799523272,106.93036258983153,4756119398
Jakarta Selatan,543,583,6,6,1,2003,HGB,Butuh Renovasi,-6.345752496049864,106.68737689070247,7278625736
Tangerang,107,321,4,3,1,2008,HGB,Bagus,-6.117570226288299,106.99020803602119,1581848812
Bogor,282,352,1,1,0,2010,SHM,Baru,-6.396916563874833,106.93916210742583,2346136427
Depok,379,434,1,1,1,2016,SHM,Baru,-6.421310927842279,106.92036918516659,2929656899
Bekasi,89,324,4,3,2,1998,HGB,Baru,-6.298934568919678,106.92332396229776,1163233730
Jakarta Pusat,563,843,4,4,0,2002,SHM,Bagus,-6.160086960975355,106.80449942707797,8109018068
Jakarta Selatan,567,671,5,4,0,2014,SHM,Butuh Renovasi,-6.284302604278294,106.92051857627034,7816820057
Depok,593,754,7,6,1,1985,SHM,Sedang,-6.15974966286432,106.80376646675295,4820368240
Jakarta Pusat,228,418,4,3,3,1985,SHM,Butuh Renovasi,-6.194609617971993,106.96758618546393,3707828220
Jakarta Timur,93,101,7,7,1,2016,SHM,Butuh Renovasi,-6.376700064851374,106.73671116265808,1371729587
Bekasi,472,531,3,3,1,2009,SHM,Bagus,-6.117891431285187,106.77355117574885,3421793385
Jakarta Selatan,146,370,7,6,0,1980,HGB,Bagus,-6.428726590979709,106.8564280136637,3217840125
Jakarta Selatan,164,351,5,4,1,1987,SHM,Bagus,-6.135602102359671,106.78214753148393,3143169054
Jakarta Selatan,361,430,6,6,2,2007,SHM,Baru,-6.3434447928533695,106.81575591849449,5505214985
Jakarta Timur,43,335,6,5,0,2004,HGB,Bagus,-6.27494817089246,106.83757526060755,1772973256
Bogor,64,350,7,7,1,2012,HGB,Bagus,-6.302176844554743,106.95403307162033,1580883172
Jakarta Timur,147,315,6,6,3,2017,SHM,Bagus,-6.389857905079079,106.84742152115479,2149700987
Tangerang,166,227,6,6,2,1993,SHM,Bagus,-6.324648596759407,106.79598715155666,1621785651
Jakarta Barat,223,236,2,1,3,1990,SHM,Bagus,-6.382472947297522,106.75927557249125,2489676247
Bekasi,510,673,3,2,2,1981,SHM,Bagus,-6.378639733588817,106.81077631321351,3834240745
Jakarta Timur,399,643,5,5,3,2009,Girik,Bagus,-6.384530107390767,106.8450355534126,5035957547
Jakarta Pusat,239,246,5,4,1,2009,HGB,Baru,-6.278843916878692,106.91875675430504,3231771502
Tangerang,247,400,6,5,2,1983,Girik,Sedang,-6.170724021371039,106.71873560837516,2670589327
Jakarta Barat,311,346,1,1,0,1992,HGB,Bagus,-6.250860488183566,106.75091494023653,3316748337
Bogor,108,155,5,5,0,1986,SHM,Sedang,-6.137377694007205,106.80148928507798,1035829455
Jakarta Pusat,278,362,3,2,3,2017,HGB,Baru,-6.227209428998147,106.79532748963825,3939498060
Bekasi,137,164,4,4,3,1982,HGB,Bagus,-6.208730959528588,106.80535938803366,1160171878
Jakarta Pusat,206,401,3,2,3,1988,SHM,Bagus,-6.2163374695955484,106.9339268046849,3408395454
Jakarta Barat,223,430,6,6,2,1993,SHM,Baru,-6.29268928238569,106.7837294089479,3384099897
Jakarta Pusat,476,679,6,6,0,1990,SHM,Bagus,-6.208731412229971,106.84060741772886,7005752883
Jakarta Utara,121,224,2,1,1,2016,SHM,Sedang,-6.425602288735864,106.87965025051453,1713110548
Depok,511,740,7,6,2,1993,HGB,Bagus,-6.1490519848295175,106.75429713605875,4292648865
Bogor,87,187,5,4,3,1998,HGB,Baru,-6.177765749794629,106.90998252388721,1266488317
Jakarta Barat,146,174,7,6,0,1987,Girik,Bagus,-6.364169514618912,106.85507562231625,1861313595
Jakarta Pusat,78,204,7,6,3,1986,HGB,Baru,-6.181188641011071,106.82296997217004,1984990149
Depok,246,255,5,5,1,1986,HGB,Sedang,-6.445575089509994,106.93913088855626,2154480012
Depok,235,340,5,5,1,1982,SHM,Sedang,-6.373963699631692,106.75791848293926,2413155800
Jakarta Pusat,61,227,6,5,0,1982,SHM,Baru,-6.427201966465186,106.96261631059659,1874313098
Bekasi,334,590,5,5,2,1997,HGB,Bagus,-6.1769205791837365,106.85953559531735,3170922432
Jakarta Utara,112,406,1,1,1,2012,HGB,Bagus,-6.1854440470875645,106.87493596140149,2054143595
Jakarta Timur,172,448,1,1,1,2016,HGB,Bagus,-6.165227391669359,106.96001886853406,2762151091
Jakarta Utara,55,119,4,4,1,2007,SHM,Bagus,-6.448431407336065,106.94162646011179,1023485210
Jakarta Pusat,475,745,5,4,1,2015,HGB,Bagus,-6.274568545662557,106.872499862023,7084862442
Bogor,246,433,2,1,3,1995,HGB,Baru,-6.203307330868932,106.92102006523142,2224718267
Jakarta Timur,586,723,4,3,3,1994,SHM,Baru,-6.3956096049413445,106.81866223687453,6454796334
Jakarta Barat,470,574,6,6,2,2008,HGB,Bagus,-6.222573245370581,106.85516088111993,5628064499
Jakarta Utara,242,275,5,4,0,1997,SHM,Baru,-6.42056146524161,106.69986244374672,2536320470
Jakarta Pusat,474,583,1,1,0,1998,SHM,Baru,-6.38653595036349,106.70875453376001,6083036140
Jakarta Utara,77,109,2,1,0,2008,HGB,Bagus,-6.283471114751889,106.94541612933963,622048683
Jakarta Timur,446,676,4,3,1,1985,SHM,Baru,-6.221252196561614,106.6990949298184,5288545644
Tangerang,558,823,2,1,3,2006,SHM,Baru,-6.398945805566137,106.73420772020243,4613585212
Jakarta Utara,462,643,5,4,3,1986,HGB,Bagus,-6.385171834209172,106.93466645086414,5089006055
Jakarta Barat,310,374,3,3,2,2006,HGB,Baru,-6.378443771527018,106.68036670420105,3651851618
Jakarta Barat,483,483,2,2,0,1998,SHM,Sedang,-6.3664547183553575,106.77036938523068,4857223188
Jakarta Selatan,404,536,2,2,3,1996,HGB,Baru,-6.3707061530157985,106.86689237050452,5610408484
Jakarta Utara,255,334,6,6,2,2020,SHM,Sedang,-6.311697812025827,106.87054397807017,2703008796
Bekasi,267,537,1,1,0,1990,Girik,Bagus,-6.2211736222071465,106.92868893063343,2321777538
Depok,363,603,5,4,1,1984,HGB,Sedang,-6.296688875902936,106.8418964014375,3251641519
Depok,478,505,2,2,3,1981,SHM,Baru,-6.1784091319375385,106.84300859824991,3657872107
Depok,87,309,5,5,3,1991,SHM,Butuh Renovasi,-6.198256022917985,106.91209938417303,1428513515
Tangerang,411,433,1,1,0,2021,SHM,Sedang,-6.405715580082823,106.83955982824521,3384994677
Jakarta Selatan,298,406,6,5,1,2021,SHM,Baru,-6.43290543183774,106.87471714770037,4694531887
Tangerang,302,408,5,4,1,1990,HGB,Baru,-6.1427204526001375,106.96728770184161,2753122092
Jakarta Utara,394,538,7,6,3,1989,SHM,Bagus,-6.422059126702995,106.80846432243597,4407266390
Jakarta Utara,352,490,1,1,0,2007,SHM,Butuh Renovasi,-6.3980812867481,106.80324002269415,3557349921
Jakarta Utara,359,642,1,1,2,1986,HGB,Bagus,-6.4422533535546584,106.68113567739674,4212393855
Bogor,598,895,4,4,3,1993,SHM,Bagus,-6.230082272145471,106.8762964036868,4762453674
Depok,456,554,6,6,1,1992,SHM,Baru,-6.246170302894578,106.68952701037028,3676681934
Bogor,81,203,6,6,2,1984,SHM,Bagus,-6.10458371674766,106.84132751671306,1051708680
Jakarta Selatan,304,590,7,6,0,2021,HGB,Bagus,-6.139573661288989,106.93735481249031,5226811652
Tangerang,416,496,5,4,1,1987,HGB,Bagus,-6.306204887881681,106.85597474256629,3746584862
Depok,153,162,3,2,2,1980,HGB,Baru,-6.319944955680612,106.76628357286934,1358137193
Bogor,151,158,7,6,3,1984,SHM,Baru,-6.346101788002005,106.9315738948638,1459325402
Bogor,295,499,4,3,1,1990,SHM,Sedang,-6.396657577986741,106.76630944130642,2592858151
Jakarta Pusat,110,306,6,6,0,2022,SHM,Sedang,-6.401670720189297,106.91457016990269,2595504353
Bogor,515,712,1,1,1,1989,SHM,Bagus,-6.403700702196638,106.87528270566088,3668020019
Bekasi,340,369,6,6,3,1994,SHM,Sedang,-6.410059834984628,106.73439881495936,2730802419
Bekasi,42,61,7,6,0,2018,SHM,Bagus,-6.365820785158062,106.96964283995014,563374831
Tangerang,401,448,3,3,3,2008,SHM,Bagus,-6.342665979390409,106.7442059785463,3238921602
Bekasi,558,687,2,2,2,2004,HGB,Sedang,-6.113447360136379,106.99666786372501,4115358579
Tangerang,383,675,2,2,1,1985,SHM,Sedang,-6.24753436214934,106.68233935636958,3437443956
Tangerang,473,604,6,6,3,1990,SHM,Sedang,-6.104341478920351,106.76431468068573,3867047277
Jakarta Selatan,250,303,6,6,2,1996,Girik,Baru,-6.319636568261014,106.74395529512775,3981305495
Jakarta Pusat,464,744,4,4,0,1994,SHM,Baru,-6.289830678593695,106.68447789125456,6921418505
Jakarta Utara,533,797,6,5,0,1995,SHM,Bagus,-6.3363974692921525,106.91435772804714,5962013293
Jakarta Barat,575,789,3,3,2,1981,Girik,Bagus,-6.385989322186207,106.90189625667188,6623153764
Tangerang,402,691,6,6,2,2015,Girik,Baru,-6.399892352277847,106.93355230859358,4022583921
Jakarta Timur,348,390,5,4,0,1998,SHM,Bagus,-6.119222280767259,106.76214353486867,3370373610
Jakarta Utara,573,646,7,7,3,2017,HGB,Bagus,-6.104616261370435,106.82218725346655,5745517053
Depok,89,366,3,2,2,2000,SHM,Bagus,-6.434281676221944,106.8909163269189,1607931186
Bekasi,576,817,4,3,3,1990,HGB,Bagus,-6.397378943843882,106.8207259212442,5011710173
Jakarta Barat,502,631,5,5,0,2020,HGB,Baru,-6.301766567694642,106.90314424650174,5590822743
Jakarta Timur,199,392,5,5,3,1982,SHM,Baru,-6.384783283279457,106.88287149070095,2791111214
Jakarta Utara,369,400,7,6,3,2013,HGB,Bagus,-6.322641862230591,106.71668729696711,4013962326
Jakarta Selatan,582,687,2,2,2,1997,HGB,Bagus,-6.404816277549129,106.92993379874463,8000309216
Depok,383,586,3,2,3,1994,SHM,Sedang,-6.290220885147374,106.91061643490961,3286445635
Jakarta Barat,308,308,7,7,3,2004,HGB,Baru,-6.3549068843407595,106.88986700403757,3479517275
Jakarta Pusat,449,693,5,4,3,1994,SHM,Sedang,-6.3268332304844686,106.72962995400673,6697978529
Jakarta Selatan,535,606,4,4,0,2009,SHM,Bagus,-6.4169905719880385,106.76575886361452,7148382307
Jakarta Timur,128,142,7,7,0,1996,Girik,Bagus,-6.3001551822514505,106.80581665010804,1623506052
Jakarta Barat,114,166,2,1,1,1997,SHM,Bagus,-6.10585983616345,106.76957747893006,1477698971
Jakarta Selatan,252,259,5,4,0,2010,SHM,Bagus,-6.3349084335915835,106.75289929301637,3509905845
Depok,393,438,7,6,0,2022,HGB,Bagus,-6.143249753805147,106.93771445445176,3001179863
Jakarta Pusat,542,655,3,2,1,1997,Girik,Bagus,-6.15488030043171,106.88423431883527,7422839597
Jakarta Selatan,594,740,2,2,1,2014,HGB,Bagus,-6.116779553595976,106.86095108209608,7984407887
Bogor,216,381,3,2,2,1992,SHM,Bagus,-6.173461670706517,106.75230486747304,1996742427
Jakarta Pusat,281,419,3,2,2,1993,SHM,Sedang,-6.2191411105294145,106.97378449992597,4102059997
Jakarta Timur,279,395,3,3,0,2015,SHM,Bagus,-6.1501954445203895,106.74117857251115,3022066333
Depok,541,839,7,7,3,1997,SHM,Baru,-6.423524361769927,106.9343842985039,4713525850
Bekasi,457,732,2,1,2,1984,HGB,Sedang,-6.288009269980417,106.9893352533457,3624758506
Bekasi,355,631,7,7,2,1993,HGB,Sedang,-6.103760316484729,106.91266967335176,3480391177
Bekasi,122,299,7,6,0,2004,SHM,Butuh Renovasi,-6.180639947046844,106.99771480805909,1813922645
Jakarta Barat,252,405,7,7,3,2023,SHM,Baru,-6.113273617686971,106.88833635743295,3343058313
Jakarta Timur,525,725,5,4,1,2018,HGB,Sedang,-6.177127975353282,106.74958730995326,6223879707
Depok,554,668,6,6,1,1991,HGB,Sedang,-6.143791311395249,106.7452222379893,4196870811
Jakarta Pusat,313,471,1,1,0,2019,SHM,Bagus,-6.202714628693883,106.78386057096176,4429364549
Jakarta Barat,204,245,5,4,0,2007,HGB,Bagus,-6.183824298453966,106.68228160647072,2608871667
Jakarta Timur,365,611,2,2,3,2014,SHM,Butuh Renovasi,-6.266887696556175,106.89814351042651,4234581148
Bogor,476,543,1,1,0,1980,HGB,Butuh Renovasi,-6.126516804715053,106.76597369108092,3155507074
Depok,426,621,1,1,0,1982,HGB,Bagus,-6.161236381281823,106.94085863433368,3622107778
Bekasi,531,620,1,1,0,2022,HGB,Bagus,-6.154640262017028,106.79493524817899,3657661592
Jakarta Selatan,416,526,6,6,3,1986,SHM,Sedang,-6.2144468146629315,106.83358607790827,6182182819
Depok,341,485,7,7,0,1988,SHM,Baru,-6.343397018519463,106.98902045329932,3052337918
Tangerang,548,822,4,4,2,2015,SHM,Bagus,-6.437529571613451,106.75749507937513,4574789515
Jakarta Timur,223,401,2,2,3,2002,HGB,Butuh Renovasi,-6.122520704706659,106.91080131117752,2765714960
Jakarta Utara,551,791,6,6,2,2003,HGB,Sedang,-6.244857877918076,106.92163769257773,6396223665
Bogor,462,614,6,6,3,1989,HGB,Butuh Renovasi,-6.345649960098151,106.75071941040757,3653369305
Depok,537,640,4,4,2,1991,HGB,Bagus,-6.397802712253362,106.8403189877159,4174075222
Jakarta Utara,295,369,1,1,3,1998,HGB,Bagus,-6.1596668920747355,106.79206461610015,3052690397
Tangerang,548,675,7,7,1,2011,SHM,Butuh Renovasi,-6.1572179319433475,106.92700999788804,4936820152
Jakarta Pusat,106,304,4,3,0,2003,HGB,Bagus,-6.164922211154313,106.87919466208929,2143733505
Jakarta Selatan,513,666,4,4,0,2001,SHM,Sedang,-6.224221057811625,106.83231457755538,7204631067
Jakarta Utara,213,268,6,6,3,1982,SHM,Bagus,-6.321894614342844,106.92939624481527,2455386690
Jakarta Timur,492,769,2,1,2,2019,SHM,Baru,-6.34357540032691,106.7552497824027,5765310097
Bekasi,224,242,3,2,1,2006,SHM,Baru,-6.44700583045864,106.92115900178699,1755556262
Tangerang,326,484,7,6,2,1998,HGB,Bagus,-6.158237354459116,106.95691977986971,3163698548
Jakarta Selatan,555,580,4,3,0,1988,SHM,Bagus,-6.419398555877225,106.96115891097843,7215172016
Bogor,327,495,7,6,0,1992,SHM,Baru,-6.229235750685731,106.93077554976628,2853966657
Bekasi,318,340,4,3,2,1981,HGB,Bagus,-6.273573768605969,106.81056453343945,2172158497
Depok,579,625,1,1,3,2015,HGB,Bagus,-6.265658724375777,106.9941785672697,4069616414
Jakarta Utara,412,424,7,6,3,2008,SHM,Sedang,-6.125650504142279,106.80146996602319,4060822752
Jakarta Selatan,191,407,1,1,2,1990,SHM,Baru,-6.438934746055065,106.88436012771278,3258614593
Jakarta Barat,543,736,6,5,0,2013,SHM,Sedang,-6.1793127213799295,106.73154373698223,6045499937
Jakarta Pusat,448,591,1,1,2,1983,HGB,Baru,-6.431781660571443,106.99374364756365,6167227420
Jakarta Pusat,563,635,7,6,0,1983,HGB,Baru,-6.436646237922618,106.9052754949967,7546489123
Tangerang,390,545,5,5,2,1980,SHM,Baru,-6.299563805650516,106.92108081447884,3555508702
Bogor,594,670,7,6,3,2004,Girik,Sedang,-6.427923688979962,106.70104854509157,4482995245
Tangerang,222,390,4,3,1,2005,SHM,Baru,-6.1737996170474805,106.92429370055062,2398922216
Jakarta Barat,66,352,1,1,0,1990,SHM,Baru,-6.264652917223082,106.92791149735059,1341305967
Jakarta Timur,295,379,2,2,1,2002,SHM,Baru,-6.439836426069079,106.89496727243592,3276989691
Bogor,456,637,5,4,3,1981,SHM,Butuh Renovasi,-6.435824759731329,106.77341107641291,3620273914
Jakarta Timur,564,860,6,6,2,1998,Girik,Butuh Renovasi,-6.235566014591182,106.83670081349149,6647903727
Bogor,586,697,3,3,3,2008,SHM,Baru,-6.167860863819558,106.7153389988188,4146320509
Bogor,339,568,4,3,1,2019,SHM,Bagus,-6.29677016405383,106.83090786126694,2764040954
Jakarta Barat,74,169,4,3,3,1983,SHM,Butuh Renovasi,-6.255896764962531,106.75802363283213,1415282281
Depok,524,691,2,1,3,1995,SHM,Baru,-6.1700596910825345,106.7917110356781,3955692031
Jakarta Barat,577,732,3,3,2,2016,SHM,Baru,-6.236322839085363,106.73203213068919,6599228352
Bogor,313,417,3,2,1,2006,SHM,Baru,-6.371333916819413,106.75361739767901,2295650641
Jakarta Selatan,238,430,6,5,1,1984,SHM,Butuh Renovasi,-6.2354317909456825,106.70450196538245,3829005807
Jakarta Timur,101,232,6,6,1,1994,SHM,Sedang,-6.230102189327175,106.97436843725981,1713991259
Jakarta Barat,143,280,5,5,0,2002,HGB,Baru,-6.193062556691605,106.84973142015214,1941189012
Depok,303,572,4,3,3,1982,HGB,Baru,-6.232694034355119,106.80695743080408,2760769950
Jakarta Utara,257,294,1,1,1,1997,SHM,Butuh Renovasi,-6.110765254339686,106.85120934808602,2606569563
Tangerang,565,609,6,5,3,2022,SHM,Bagus,-6.380949091949026,106.8810538331141,4703804913
Bogor,125,287,2,2,2,2005,HGB,Bagus,-6.117118262151523,106.97500121387819,1271346956
Jakarta Utara,290,542,2,1,2,1985,SHM,Bagus,-6.261581178377495,106.73718174473163,3224077362
Jakarta Pusat,490,658,2,2,0,2023,SHM,Sedang,-6.214815350826781,106.77457679956328,6813612877
Bekasi,288,572,7,7,0,1996,HGB,Baru,-6.4151884408917335,106.99225258763012,2885067804
Depok,292,565,6,6,2,2017,HGB,Sedang,-6.316798420517663,106.79878175572753,3151989330
Bekasi,418,437,6,6,1,2021,SHM,Baru,-6.180717298737889,106.68721972824235,3489319827
Depok,477,715,2,1,2,2006,SHM,Baru,-6.202581144715353,106.7272459176439,3689609401
Jakarta Selatan,125,394,6,6,3,1999,SHM,Bagus,-6.435951214142107,106.68842838455954,3465687587
Tangerang,425,455,7,6,0,1985,HGB,Sedang,-6.258692007775965,106.99677540557464,3248261894
Jakarta Utara,79,182,1,1,0,2014,SHM,Bagus,-6.4191026324610565,106.7692386716772,989245386
Jakarta Timur,54,223,1,1,2,1991,SHM,Baru,-6.101450249787643,106.97553368221959,1306594059
Depok,136,321,5,4,1,1982,SHM,Bagus,-6.135946194013346,106.99868360824311,1506002485
Jakarta Timur,392,519,4,4,1,1983,SHM,Sedang,-6.442621768850012,106.8719491907658,4212450017
Tangerang,577,786,1,1,3,1983,SHM,Sedang,-6.149472647384079,106.69062282082099,4540032866
Bogor,68,348,5,4,0,1983,SHM,Bagus,-6.128199639804557,106.70610932172383,1066051926
Jakarta Pusat,264,516,3,3,2,2018,SHM,Baru,-6.326258122102791,106.83410849763453,4316049011
Jakarta Utara,559,577,4,3,2,2000,HGB,Bagus,-6.198174420733282,106.80997504413168,5461160141
Tangerang,190,389,1,1,0,2023,SHM,Bagus,-6.295263688827277,106.87397673785017,2147377234
Tangerang,458,677,7,7,2,1981,HGB,Butuh Renovasi,-6.220668630398279,106.82043129910764,4119412293
Jakarta Selatan,281,416,3,3,0,1995,SHM,Bagus,-6.330888908495633,106.97890459176688,4197484130
Bekasi,440,662,5,4,1,1986,HGB,Bagus,-6.337104267178356,106.85111670893232,3600419339
Jakarta Pusat,576,578,1,1,1,1998,Girik,Bagus,-6.301448138899847,106.90199233966798,6857266513
Jakarta Utara,196,431,1,1,2,2022,SHM,Bagus,-6.399051284471625,106.9668752872456,2350170970
Bogor,152,379,6,6,1,2012,Girik,Bagus,-6.159101362447616,106.72699900026663,1572974039
Bogor,306,447,3,3,1,1988,SHM,Bagus,-6.327955736623427,106.75351508931793,2396387049
Jakarta Barat,522,530,1,1,3,2016,HGB,Sedang,-6.309947656132954,106.71434197135169,5239934820
Tangerang,207,396,2,2,0,1996,SHM,Bagus,-6.137080885554249,106.72468428775358,1987413064
Depok,309,473,7,7,0,2006,SHM,Bagus,-6.27618166507789,106.84402686941895,2864271213
Jakarta Selatan,294,432,6,6,2,2012,SHM,Baru,-6.259511131727198,106.7827773628696,4630122945
Jakarta Pusat,170,445,6,6,0,1991,SHM,Sedang,-6.115225656328015,106.81541530864857,3304563792
Bogor,457,747,1,1,3,1990,HGB,Baru,-6.139645765899253,106.9943967461741,3771691571
Jakarta Utara,456,508,7,7,2,1992,SHM,Bagus,-6.390686651889046,106.73014539129471,4366799567
Jakarta Barat,221,395,6,5,2,2010,SHM,Bagus,-6.284374739528663,106.85305986265539,3006009595
Jakarta Utara,399,508,4,3,0,1992,Girik,Bagus,-6.110046320400008,106.71163876961718,4376325806
Jakarta Selatan,413,615,3,2,1,2017,HGB,Sedang,-6.319671795619989,106.78191882024444,6283275111
Depok,558,693,4,4,1,2005,Girik,Sedang,-6.31994941201933,106.84880829557588,4030515442
Jakarta Barat,231,234,5,4,1,2010,HGB,Butuh Renovasi,-6.381739418873796,106.9829221587089,2339302604
Jakarta Barat,133,287,4,3,1,2001,SHM,Bagus,-6.409986910058306,106.80519303081071,2003910655
Bekasi,57,228,7,6,3,1985,SHM,Bagus,-6.190893323235406,106.7007701427887,1136507305
Jakarta Pusat,485,531,2,2,2,1999,SHM,Baru,-6.180489335954469,106.8042116633473,6345410679
Jakarta Barat,207,300,6,5,1,2000,Girik,Bagus,-6.11084546277395,106.72663717627968,2855812346
Bekasi,418,465,7,7,3,1989,SHM,Baru,-6.179303626183123,106.75359667625327,3289907703
Bekasi,169,408,6,5,2,1998,SHM,Sedang,-6.364826627088241,106.8777889994128,2022698318
Jakarta Selatan,461,673,2,1,0,2014,SHM,Bagus,-6.435959197599019,106.70157563718519,6644115016
Jakarta Timur,60,198,6,6,0,2005,SHM,Bagus,-6.105096915470619,106.82871160200001,1278024991
Jakarta Utara,538,742,4,4,3,1986,SHM,Bagus,-6.330842256559738,106.87502770752344,5590245038
Depok,220,292,5,4,2,2016,HGB,Bagus,-6.340809960148653,106.81499468555761,1960656864
Jakarta Utara,120,123,1,1,1,1987,SHM,Bagus,-6.132915676587716,106.6861204321996,1075028166
Jakarta Barat,179,254,2,1,2,1984,SHM,Bagus,-6.245215035509255,106.99536619420891,2273445603
Depok,447,523,4,4,1,2023,HGB,Butuh Renovasi,-6.374795089152803,106.79747704554897,3575661120
Bogor,259,514,7,7,3,2015,HGB,Sedang,-6.138816315049316,106.92914469981865,2801290880
Jakarta Timur,255,356,4,3,1,2007,SHM,Bagus,-6.10232370073084,106.78420687749998,2963313152
Bogor,214,319,4,3,3,1982,HGB,Bagus,-6.419662503597209,106.8320053622379,1949769500
Bogor,468,506,1,1,2,2018,HGB,Bagus,-6.14821193009413,106.80430836563552,3063258973
Jakarta Pusat,300,574,3,3,2,1987,SHM,Sedang,-6.313319505810462,106.78961255344308,4838573701
Jakarta Utara,464,551,6,5,1,1994,HGB,Sedang,-6.266574643722653,106.68699244070649,4561882582
Jakarta Selatan,451,661,6,6,2,2006,HGB,Bagus,-6.129814408482257,106.79520670011344,6978387174
Bogor,488,564,7,6,1,2015,SHM,Sedang,-6.109317281478709,106.96463679692785,3306418310
Jakarta Barat,232,308,5,5,2,1995,SHM,Baru,-6.35824263135692,106.90092586834999,2988542981
Jakarta Timur,589,616,7,6,0,2005,SHM,Sedang,-6.37550223016403,106.72653531491055,5947279573
Tangerang,88,332,3,2,1,2023,HGB,Baru,-6.421819204492971,106.86916960147929,1355297957
Bogor,515,580,6,5,3,1983,SHM,Bagus,-6.2533707515682515,106.96551387518365,3872099033
Jakarta Timur,478,743,5,5,0,1991,HGB,Sedang,-6.445238461592266,106.90401089310876,5326781388
Depok,365,569,7,6,3,1996,SHM,Bagus,-6.305835595836522,106.72757900555415,3329449421
Jakarta Utara,286,343,5,4,2,2020,SHM,Butuh Renovasi,-6.424315594171797,106.95770639895504,3291764730
Bekasi,158,358,4,4,0,2023,SHM,Baru,-6.308170975974733,106.77649408425245,1673917919
Jakarta Pusat,422,646,2,1,2,2005,SHM,Bagus,-6.436023733757037,106.82530436617995,5996030632
Jakarta Timur,374,515,4,3,1,2010,HGB,Sedang,-6.157673958786931,106.84836568310052,4156467466
Jakarta Barat,383,466,1,1,3,1994,HGB,Baru,-6.376591352121502,106.95216211340103,4401936470
Jakarta Barat,64,206,6,6,2,2013,SHM,Baru,-6.335091951374731,106.97811439844725,1347433383
Jakarta Timur,70,102,5,5,3,2008,SHM,Baru,-6.145483201187763,106.97748892089298,871313011
Jakarta Barat,553,704,7,7,3,1988,HGB,Butuh Renovasi,-6.188806878533728,106.68254533800913,6342966813
Jakarta Utara,431,588,2,2,2,1993,HGB,Sedang,-6.37333657342528,106.97500431538735,4299288573
Jakarta Barat,329,469,7,6,1,2015,HGB,Bagus,-6.424835203469876,106.6974038291205,3760660609
Bekasi,384,634,6,6,3,1983,SHM,Baru,-6.199514178100631,106.76504757018158,3657550744
Jakarta Barat,182,293,5,5,2,2017,Girik,Baru,-6.313254107259162,106.84479611351291,2635307258
Bekasi,102,245,5,5,1,2016,HGB,Bagus,-6.181872000308623,106.8335762204814,1353101448
Bogor,555,763,4,3,2,2003,SHM,Butuh Renovasi,-6.2941468296686764,106.87350713404396,4327322423
Jakarta Selatan,157,380,2,1,1,1996,SHM,Sedang,-6.328899155459704,106.83342279319585,2983845444
