city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,source,log_harga
Jakarta Pusat,111,119,7,6,1,2018,SHM,Bagus,-6.303370705271956,106.91431688006588,1547213186.0,kaggle,21.159721205765557
Jakarta Utara,474,486,2,2,1,2020,SHM,Bagus,-6.177232307138179,106.7827263393763,4456167034.0,kaggle,22.21755482428176
Depok,324,375,6,5,3,2020,HGB,Sedang,-6.325770312428765,106.7649037024207,2758824160.0,kaggle,21.738070397276303
Jakarta Pusat,575,783,1,1,1,1990,SHM,Sedang,-6.10610793346114,106.88874214449714,7848754266.0,kaggle,22.783620664045895
Jakarta Utara,288,325,1,1,2,1983,SHM,Bagus,-6.386730528244684,106.858883485631,3053232339.0,kaggle,21.83946664999809
Jakarta Barat,161,260,1,1,0,1986,SHM,Sedang,-6.243154660261153,106.79597140538026,1752029270.0,kaggle,21.28404053651283
Jakarta Utara,212,404,4,3,3,2000,SHM,Baru,-6.418605246047111,106.8852759906578,2717366135.0,kaggle,21.722928915764726
Jakarta Barat,72,262,1,1,2,1986,HGB,Bagus,-6.193147605602106,106.76679088652293,1012964255.0,kaggle,20.736146776299204
Tangerang,445,495,3,3,0,1983,SHM,Bagus,-6.10183620917831,106.9343456837134,3525844076.0,kaggle,21.983385699014082
Jakarta Timur,162,302,5,4,0,1991,SHM,Butuh Renovasi,-6.163301476786929,106.75338206409846,2112111211.0,kaggle,21.470953858601053
Bekasi,518,685,7,7,0,2006,HGB,Baru,-6.255503760747894,106.73082806252224,3925893287.0,kaggle,22.09085975158563
Jakarta Utara,203,311,1,1,1,1996,SHM,Bagus,-6.280340524910108,106.93038061103964,2320101486.0,kaggle,21.564876766064422
Bogor,329,535,6,6,0,1999,SHM,Butuh Renovasi,-6.157739513556603,106.90652544982332,2781770606.0,kaggle,21.74635347090131
Jakarta Pusat,378,677,6,6,1,2010,HGB,Sedang,-6.122409070351246,106.7384444722246,6087603487.0,kaggle,22.529520325292754
Jakarta Selatan,345,454,1,1,0,2005,HGB,Sedang,-6.103777715970667,106.7171986408608,5023915757.0,kaggle,22.337475498057714
Bekasi,563,758,1,1,0,2010,SHM,Bagus,-6.31121127035243,106.94828770831576,4171815593.0,kaggle,22.151617172245153
Jakarta Selatan,575,726,3,2,1,2014,SHM,Sedang,-6.10317888382192,106.92851151430294,8155792889.0,kaggle,22.821994295760916
Tangerang,454,696,1,1,1,1988,HGB,Bagus,-6.395425811739159,106.7847223595839,4047995011.0,kaggle,22.121487536717378
Bekasi,479,606,1,1,2,1984,HGB,Bagus,-6.361257578423832,106.89062317062827,3544624780.0,kaggle,21.988698146758754
Bekasi,593,697,5,5,0,1987,SHM,Baru,-6.418844356343136,106.71973125969532,4488020222.0,kaggle,22.224677511172697
Jakarta Selatan,271,280,6,5,1,2000,SHM,Sedang,-6.354891519230431,106.84225525089526,4034211482.0,kaggle,22.11807670024062
Jakarta Barat,474,621,3,3,2,1995,SHM,Bagus,-6.181221856933696,106.68599369345934,5236231298.0,kaggle,22.378867858770107
Jakarta Selatan,249,388,6,6,2,1995,HGB,Bagus,-6.151476474637542,106.8053126018949,4164439615.0,kaggle,22.149847557534702
Jakarta Barat,120,309,3,2,1,1997,SHM,Bagus,-6.1773875742141,106.70394970287086,2001016669.0,kaggle,21.416921223347888
Tangerang,120,213,6,6,0,2007,HGB,Baru,-6.2291269776413065,106.8320470976502,1577802708.0,kaggle,21.17929902557144
Jakarta Pusat,524,752,1,1,2,1997,SHM,Baru,-6.270111720617074,106.81493812699291,7394939857.0,kaggle,22.724061800283675
Depok,100,162,6,5,0,1993,HGB,Bagus,-6.201953498775223,106.8222032085242,1217362958.0,kaggle,20.919952847242826
Jakarta Barat,99,123,6,5,0,2016,HGB,Sedang,-6.3132082577564725,106.69450601665535,1119222185.0,kaggle,20.835899804206992
Tangerang,378,645,3,2,2,2019,SHM,Baru,-6.155542076975104,106.7957172292102,3250775104.0,kaggle,21.902159298699075
Bogor,387,667,7,6,1,1995,SHM,Sedang,-6.212983467108125,106.92207483171198,3248714161.0,kaggle,21.90152511253939
Tangerang,193,203,2,1,0,2000,SHM,Sedang,-6.205768355526957,106.79805259947317,1447368141.0,kaggle,21.093012669652477
Jakarta Selatan,526,726,3,2,3,1980,SHM,Sedang,-6.262422402404825,106.90885502483506,7654473915.0,kaggle,22.758556139461913
Jakarta Selatan,498,623,3,2,1,1990,SHM,Bagus,-6.140169855526089,106.7982331915628,7143641862.0,kaggle,22.689488548104986
Depok,260,449,3,2,2,1990,SHM,Sedang,-6.361794843212332,106.81543662127686,2331301728.0,kaggle,21.5696926304936
Tangerang,348,436,4,3,3,1981,HGB,Baru,-6.3165983213236325,106.86044547610535,3010373932.0,kaggle,21.825330138223816
Jakarta Timur,501,616,7,7,0,2011,HGB,Bagus,-6.177825100612808,106.98421821977828,5467634143.0,kaggle,22.42211184501075
Jakarta Pusat,123,299,4,3,1,1998,HGB,Sedang,-6.277537886354732,106.71483534292692,2342524719.0,kaggle,21.574495124849346
Jakarta Selatan,338,351,4,3,3,1984,SHM,Butuh Renovasi,-6.138775095301533,106.69053240597158,4600654139.0,kaggle,22.249464334679207
Depok,470,726,3,3,1,1982,SHM,Baru,-6.328760238083001,106.8745462988192,4086174156.0,kaggle,22.130874955292054
Jakarta Pusat,170,378,2,1,0,2007,SHM,Bagus,-6.3207344409131245,106.9837110684571,3052778682.0,kaggle,21.839318056423945
Tangerang,85,365,3,3,1,2005,SHM,Butuh Renovasi,-6.138942473714681,106.9967114024175,1552981103.0,kaggle,21.163442213621035
Tangerang,467,571,1,1,3,2002,SHM,Sedang,-6.287470387936286,106.83493255916544,3801983045.0,kaggle,22.058788621770724
Bekasi,375,521,2,1,1,2009,SHM,Baru,-6.26935639552913,106.82978611874724,3236818624.0,kaggle,21.89785677850109
Depok,382,660,4,4,2,1987,HGB,Bagus,-6.333532699632512,106.88638840663846,3306139979.0,kaggle,21.919047176646703
Jakarta Selatan,382,390,6,5,2,2015,SHM,Baru,-6.353165520237321,106.8578031223056,5581892608.0,kaggle,22.442793733072175
Jakarta Timur,280,397,6,5,3,2008,SHM,Sedang,-6.220417951206563,106.88290817843652,3554001280.0,kaggle,21.991339927117746
Tangerang,144,237,7,7,1,1992,SHM,Bagus,-6.408055768460579,106.95967981617213,1816720886.0,kaggle,21.320299002563114
Jakarta Timur,568,711,5,5,3,2004,Girik,Sedang,-6.142254575585982,106.91881797423603,6354543169.0,kaggle,22.57243585387415
Tangerang,125,413,7,7,1,2001,SHM,Butuh Renovasi,-6.177278902132212,106.83900076533978,2126651547.0,kaggle,21.47781453651882
Jakarta Selatan,331,344,2,1,0,2012,SHM,Butuh Renovasi,-6.383238107702969,106.82779662688006,4131683551.0,kaggle,22.141950800566303
Jakarta Pusat,147,403,4,3,2,2016,SHM,Sedang,-6.207093018961402,106.8846725595242,2912898999.0,kaggle,21.79241464216333
Jakarta Utara,212,397,2,2,0,1986,SHM,Baru,-6.239078477550028,106.8258260110145,2667881447.0,kaggle,21.704550529229927
Jakarta Pusat,378,584,2,1,1,2002,HGB,Baru,-6.385412732242175,106.826489392405,5643636950.0,kaggle,22.453794544098386
Tangerang,136,307,6,5,0,1985,SHM,Bagus,-6.354378772882419,106.68521788857169,1822470296.0,kaggle,21.32345872377189
Jakarta Utara,436,705,3,3,3,1994,SHM,Bagus,-6.306854723693158,106.73570052397037,4977996807.0,kaggle,22.328293399670233
Jakarta Utara,63,283,1,1,3,1994,SHM,Baru,-6.205265042664084,106.83632436479864,1169406955.0,kaggle,20.879762582037735
Jakarta Timur,572,723,5,5,1,2019,HGB,Bagus,-6.226446806914048,106.94324910689612,6144530848.0,kaggle,22.53882823026384
Depok,93,203,4,4,2,2013,SHM,Butuh Renovasi,-6.263717803313155,106.76919264215267,1246454569.0,kaggle,20.943569014214777
Jakarta Timur,533,715,2,2,3,1993,SHM,Sedang,-6.181056309910088,106.84724589860195,5762174297.0,kaggle,22.474580722717363
Jakarta Timur,332,403,5,5,2,2008,SHM,Baru,-6.184721791137842,106.79038786712296,3670336504.0,kaggle,22.023549185545246
Jakarta Pusat,169,451,2,2,1,1995,SHM,Bagus,-6.23374929607821,106.71353727665269,3329957968.0,kaggle,21.926225518937184
Jakarta Pusat,366,439,6,6,2,2008,SHM,Bagus,-6.174553470815311,106.98665551458282,5024248897.0,kaggle,22.337541806684516
Bogor,284,498,1,1,1,2002,SHM,Sedang,-6.3330078188272765,106.95349563848008,2196513629.0,kaggle,21.51013722668751
Tangerang,585,607,6,6,0,1989,SHM,Bagus,-6.141562665087088,106.70511757582942,4881056321.0,kaggle,22.308627492813734
Bogor,110,177,5,4,1,1983,SHM,Butuh Renovasi,-6.23478146996932,106.91033192398986,1347490006.0,kaggle,21.021509444764455
Jakarta Selatan,203,295,4,3,0,1991,HGB,Sedang,-6.1621727701656495,106.7912255693944,3304721350.0,kaggle,21.918617995349216
Tangerang,538,600,2,2,1,2021,SHM,Butuh Renovasi,-6.2588023133234,106.99835193825976,4214654664.0,kaggle,22.16183349503192
Tangerang,390,613,1,1,3,2013,SHM,Sedang,-6.373546614253962,106.77676752634528,3332494909.0,kaggle,21.926987082634128
Bekasi,260,484,6,5,3,1983,SHM,Sedang,-6.260156454962592,106.75639630251604,2782095325.0,kaggle,21.7464701951374
Bekasi,566,668,5,4,2,1999,SHM,Sedang,-6.320110917678194,106.86172497545772,4527296436.0,kaggle,22.233390785253288
Jakarta Barat,181,395,6,5,1,2007,SHM,Bagus,-6.205875337387017,106.94724037226985,2776428729.0,kaggle,21.744431309308737
Jakarta Barat,276,467,2,1,1,2007,SHM,Baru,-6.283472172892842,106.74160603898234,3332544900.0,kaggle,21.927002083594786
Jakarta Timur,379,538,2,1,1,1985,SHM,Sedang,-6.1573605182753095,106.9070088863102,4276437981.0,kaggle,22.17638625283389
Jakarta Selatan,70,276,4,4,2,1993,SHM,Baru,-6.212674620687329,106.69965010660516,2167387204.0,kaggle,21.496788226049198
Jakarta Utara,36,304,1,1,3,2014,SHM,Bagus,-6.210409448439036,106.97405911779536,1171994078.0,kaggle,20.881972476040687
Jakarta Utara,188,381,3,2,1,1980,HGB,Sedang,-6.373995633278128,106.70594397316714,2530306445.0,kaggle,21.651606257252
Bekasi,464,615,6,5,2,1998,SHM,Sedang,-6.105512581728048,106.97255404043013,3695634006.0,kaggle,22.030417961742554
Bekasi,543,779,2,2,1,1980,SHM,Baru,-6.1554136767549785,106.83705831982486,4155748091.0,kaggle,22.147758295256835
Bekasi,161,248,5,4,0,1992,SHM,Bagus,-6.173848290403757,106.82338915609468,1563230013.0,kaggle,21.170020039426706
Depok,526,536,6,5,1,1987,SHM,Bagus,-6.33442467119399,106.99145826544012,3780841841.0,kaggle,22.053212531305633
Jakarta Barat,517,703,4,3,0,1997,SHM,Bagus,-6.262528921503469,106.99692293686344,5996612889.0,kaggle,22.514460628440666
Jakarta Pusat,380,593,4,3,2,2014,SHM,Butuh Renovasi,-6.402013884173985,106.88805700030753,5497334966.0,kaggle,22.427529260297298
Jakarta Utara,256,270,2,1,2,2002,SHM,Sedang,-6.261533408168053,106.72067817339426,2377444962.0,kaggle,21.58929220300967
Tangerang,60,325,2,2,3,2005,SHM,Butuh Renovasi,-6.3989387637308495,106.84197442740968,1412365799.0,kaggle,21.068532007621688
Jakarta Barat,563,859,2,2,1,2020,SHM,Baru,-6.256436754603639,106.8493321923058,6784377296.0,kaggle,22.63788834960296
Bogor,217,289,7,6,2,2017,SHM,Bagus,-6.222947341945783,106.8446228570033,1991156094.0,kaggle,21.411981259256684
Jakarta Pusat,534,585,3,3,3,1999,HGB,Sedang,-6.313431411462534,106.8622373883264,6867827749.0,kaggle,22.650113699585592
Jakarta Barat,77,204,2,1,1,1981,Girik,Bagus,-6.275509292584047,106.6859919084142,1313456465.0,kaggle,20.995928023030903
Jakarta Selatan,516,543,6,5,2,2005,HGB,Bagus,-6.143521314313895,106.90759273007056,6941285892.0,kaggle,22.660752881477368
Tangerang,474,538,6,5,0,2015,SHM,Butuh Renovasi,-6.412002899354017,106.90796617662495,4216466196.0,kaggle,22.162263220108226
Jakarta Barat,437,453,7,6,2,2004,HGB,Sedang,-6.172893487450121,106.71695032805692,4836565311.0,kaggle,22.299470659475848
Depok,581,718,7,6,0,2009,SHM,Bagus,-6.390235907151332,106.86247662158266,4465008631.0,kaggle,22.219536984531683
Bekasi,380,608,1,1,3,1997,HGB,Bagus,-6.43715220601838,106.86187557837944,3205862926.0,kaggle,21.888247135073144
Bekasi,80,333,5,4,3,1986,HGB,Baru,-6.385048889039234,106.89838413446093,1197169746.0,kaggle,20.90322606382734
Tangerang,56,265,2,1,1,2006,HGB,Butuh Renovasi,-6.182234883510328,106.70732726148324,749233273.0,kaggle,20.43456094025488
Bekasi,105,398,6,5,1,1990,SHM,Sedang,-6.308205874332099,106.88048105832516,1917407100.0,kaggle,21.374239642052906
Jakarta Barat,83,313,7,7,1,2016,SHM,Baru,-6.144617819103836,106.76984062423884,2001753278.0,kaggle,21.417289272982366
Bogor,526,766,6,5,3,1987,SHM,Baru,-6.266352360586207,106.84224095695878,4140061767.0,kaggle,22.1439765444791
Jakarta Utara,586,655,6,6,0,1990,SHM,Sedang,-6.442212376825784,106.9274635368653,5777021828.0,kaggle,22.477154132343212
Jakarta Utara,322,425,7,7,1,2003,SHM,Baru,-6.199150236639325,106.90580669963616,3571374843.0,kaggle,21.996216468966143
Jakarta Pusat,45,248,3,2,1,2009,SHM,Butuh Renovasi,-6.411418481947568,106.71804896565696,1559038516.0,kaggle,21.167335132938796
Jakarta Timur,577,629,7,7,3,2009,SHM,Butuh Renovasi,-6.173717128288327,106.86917913187716,6228612154.0,kaggle,22.552419376871498
Jakarta Selatan,309,362,7,6,0,1994,HGB,Sedang,-6.391164107568187,106.99011728990104,4546315589.0,kaggle,22.237582981436628
Tangerang,416,691,5,4,2,2014,SHM,Sedang,-6.329093764968071,106.7301662199472,3903762372.0,kaggle,22.08520663607303
Jakarta Pusat,364,394,7,6,1,2018,SHM,Bagus,-6.183554999631124,106.95293026807214,4661767964.0,kaggle,22.26266060476406
Jakarta Timur,514,648,4,3,2,2003,HGB,Baru,-6.116019024883252,106.9048153857772,5389053309.0,kaggle,22.407635568222194
Depok,50,107,7,7,2,1987,HGB,Sedang,-6.319998117273643,106.92768106013112,989518421.0,kaggle,20.71272894031717
Depok,551,655,6,6,1,2022,SHM,Bagus,-6.1597099229303724,106.77022666468564,4517564643.0,kaggle,22.231238890012836
Jakarta Selatan,226,491,2,1,3,2021,SHM,Bagus,-6.383222707083457,106.77212445740156,4018908058.0,kaggle,22.114276075565588
Bekasi,203,212,6,6,1,1999,SHM,Bagus,-6.167487080429128,106.96992622584848,1566133196.0,kaggle,21.17187548645356
Jakarta Barat,556,808,5,5,0,2020,SHM,Baru,-6.219877079260312,106.79514625026962,6521142583.0,kaggle,22.598315440476508
Jakarta Pusat,172,466,4,4,0,2005,HGB,Bagus,-6.382539772475671,106.70016492502172,3748160928.0,kaggle,22.0445311377007
Jakarta Pusat,189,344,7,6,1,2003,HGB,Sedang,-6.344123613877006,106.87219094514543,3326255302.0,kaggle,21.925112974542763
Tangerang,423,580,3,3,2,2001,SHM,Bagus,-6.403880188991037,106.7199416540934,3518060672.0,kaggle,21.981175729559904
Tangerang,244,280,1,1,0,1984,HGB,Bagus,-6.3159615461274905,106.93491079725054,1839030199.0,kaggle,21.332504204402216
Depok,307,425,7,7,0,1994,HGB,Bagus,-6.378722975606853,106.88535886160034,2608522180.0,kaggle,21.682049683744985
Depok,178,244,2,1,1,2015,Girik,Baru,-6.224600716229334,106.95991248167078,1585619993.0,kaggle,21.184241331198134
Bogor,104,345,1,1,1,2016,Girik,Sedang,-6.101923213522804,106.93114791993044,1534322260.0,kaggle,21.151354596706746
Bogor,282,580,3,3,3,2008,SHM,Bagus,-6.445796792920508,106.71587636746824,2662024777.0,kaggle,21.70235286491508
Bekasi,296,508,5,4,1,1994,SHM,Baru,-6.260678065349445,106.80194261645902,2919063259.0,kaggle,21.794528600388972
Bogor,114,214,5,5,1,2006,SHM,Bagus,-6.249216690857846,106.92785927997268,1006289760.0,kaggle,20.729535899953657
Jakarta Barat,560,615,3,2,0,1987,Girik,Butuh Renovasi,-6.130026923611716,106.81354927144524,6226650836.0,kaggle,22.55210443883808
Jakarta Barat,365,603,6,5,0,2008,Girik,Bagus,-6.272898132831572,106.9911569551296,4498038098.0,kaggle,22.226907160656644
Jakarta Pusat,224,454,3,2,0,1998,SHM,Bagus,-6.259704503124278,106.9154369439659,3984877025.0,kaggle,22.10577228949035
Jakarta Utara,130,221,7,6,2,2010,SHM,Bagus,-6.284921519535064,106.68495997334092,1903793212.0,kaggle,21.36711416079981
Jakarta Barat,43,321,2,1,0,1988,SHM,Bagus,-6.355883493403481,106.96159542129946,1254384313.0,kaggle,20.949910702699068
Jakarta Timur,102,210,4,3,0,1989,HGB,Baru,-6.43038980336288,106.71225753115796,1629267830.0,kaggle,21.2113965674164
Depok,531,698,7,7,1,2016,SHM,Sedang,-6.3069698112265575,106.72496759173764,4335637897.0,kaggle,22.190134586987696
Tangerang,226,525,7,6,3,1989,SHM,Bagus,-6.4315929850657625,106.91503756819554,2648041544.0,kaggle,21.697086164097495
Bogor,401,618,7,7,0,2012,SHM,Sedang,-6.257327635686929,106.95678993901775,3333610083.0,kaggle,21.927321663025946
Jakarta Pusat,556,777,1,1,3,2004,HGB,Bagus,-6.3424472248651975,106.85163188092784,7542971478.0,kaggle,22.743882036689186
Jakarta Selatan,152,312,1,1,0,1983,HGB,Baru,-6.2632391594661,106.77249591454266,2564846300.0,kaggle,21.665164392136344
Tangerang,302,317,5,5,0,1984,SHM,Sedang,-6.402996062461685,106.79242097448102,2315735009.0,kaggle,21.56299297301258
Jakarta Timur,520,797,7,7,3,2002,SHM,Bagus,-6.123579511991224,106.78972458547074,6199191535.0,kaggle,22.54768472307562
Bogor,544,600,6,6,1,2018,HGB,Sedang,-6.136917564757523,106.78453699321904,3615182880.0,kaggle,22.008408280765778
Jakarta Timur,333,394,5,4,0,1984,HGB,Sedang,-6.3835012217792,106.75773109498292,3320353669.0,kaggle,21.923337141309634
Depok,199,440,2,2,3,1987,SHM,Butuh Renovasi,-6.329794500847097,106.87483747028136,1948135929.0,kaggle,21.390138818993076
Depok,411,500,3,3,0,1996,SHM,Baru,-6.235277529851807,106.96812970194082,3118753791.0,kaggle,21.860699333335106
Bekasi,303,374,1,1,2,1980,SHM,Baru,-6.416509827442933,106.77826637218668,2169011939.0,kaggle,21.49753757361694
Jakarta Pusat,584,613,7,7,2,1991,SHM,Bagus,-6.325901262609348,106.73974217518766,7692281907.0,kaggle,22.763483313507347
Tangerang,109,396,2,2,2,2014,SHM,Bagus,-6.362110699613348,106.94834485323884,1738913255.0,kaggle,21.276526189533318
Tangerang,543,628,5,5,2,1993,SHM,Bagus,-6.129569144949156,106.9173706658847,4296979496.0,kaggle,22.181178170259418
Jakarta Selatan,108,341,5,4,1,1997,SHM,Baru,-6.151621277298778,106.97786785009916,2827970421.0,kaggle,21.76282512594443
Jakarta Pusat,343,577,1,1,2,1989,HGB,Bagus,-6.247058540556598,106.73296631539358,5179714934.0,kaggle,22.368015859850214
Jakarta Timur,234,498,5,5,3,1994,SHM,Baru,-6.267878782094949,106.72616042051732,3657629958.0,kaggle,22.02008122242142
Jakarta Selatan,165,451,6,5,0,2021,SHM,Sedang,-6.124245971909111,106.8532574061776,3541256393.0,kaggle,21.987747414684495
Jakarta Utara,522,790,5,4,3,2012,SHM,Sedang,-6.123650275957415,106.87661876954724,5673754561.0,kaggle,22.459116915788382
Tangerang,186,371,4,3,2,1998,SHM,Baru,-6.110734456126918,106.83365550139509,2227413704.0,kaggle,21.524106975818057
Jakarta Timur,241,371,3,3,1,2013,SHM,Sedang,-6.406117390562135,106.87166932362364,2710739598.0,kaggle,21.720487349363708
Jakarta Barat,214,504,5,4,2,2004,HGB,Bagus,-6.393804766232891,106.73772152604003,3556255640.0,kaggle,21.9919740420591
Bekasi,232,508,4,3,2,1995,SHM,Bagus,-6.213142155462039,106.8334764013325,2465093837.0,kaggle,21.62549571187065
Jakarta Pusat,124,303,2,1,1,1987,SHM,Baru,-6.260497933186554,106.8905896195007,2278167049.0,kaggle,21.546637031152812
Depok,469,758,5,5,1,2014,SHM,Sedang,-6.443536933287367,106.8184660637596,3980735740.0,kaggle,22.104732498706074
Jakarta Barat,218,380,6,5,1,2000,HGB,Bagus,-6.428308737403668,106.89742314746132,3009863202.0,kaggle,21.82516046716612
Bekasi,244,514,2,1,1,1998,SHM,Baru,-6.139171866209418,106.82438120977724,2486477262.0,kaggle,21.634132791898693
Bekasi,528,623,7,6,1,1990,SHM,Butuh Renovasi,-6.145895221561214,106.78675186586952,4151736511.0,kaggle,22.14679252029533
Jakarta Utara,165,426,5,4,1,2023,SHM,Bagus,-6.324955177301384,106.77715361506787,2769926278.0,kaggle,21.742086542712077
Jakarta Utara,48,335,1,1,0,1990,SHM,Butuh Renovasi,-6.138132284074312,106.81148865887636,1166634394.0,kaggle,20.877388854962515
Bogor,141,223,4,4,2,1990,HGB,Bagus,-6.242213723960735,106.6873886792583,1306008008.0,kaggle,20.99024100024739
Bogor,410,634,4,4,2,2001,SHM,Sedang,-6.167933023543384,106.89392804430275,3478499020.0,kaggle,21.96986672188478
Jakarta Selatan,134,356,1,1,1,2000,HGB,Sedang,-6.300399125093925,106.95043380511368,2520215140.0,kaggle,21.64761010823834
Bekasi,227,344,3,2,3,2006,SHM,Sedang,-6.410310585429282,106.7934806702218,2191539579.0,kaggle,21.507870138349073
Jakarta Barat,360,551,7,6,1,1997,Girik,Butuh Renovasi,-6.298195528073895,106.69473060356536,4577269400.0,kaggle,22.2443684566192
Jakarta Pusat,502,580,6,6,0,2021,SHM,Sedang,-6.289945070701085,106.99576819116338,6731717766.0,kaggle,22.63009618830225
Bekasi,402,479,4,4,3,2019,HGB,Bagus,-6.257169532155789,106.76438344174434,3125817029.0,kaggle,21.862961535562786
Jakarta Utara,353,499,2,2,0,2017,SHM,Sedang,-6.41304605048345,106.72051875894104,3533655513.0,kaggle,21.985598728446934
Jakarta Timur,179,285,6,6,3,2009,SHM,Sedang,-6.103009347932636,106.79832080255136,2403628616.0,kaggle,21.600245356244336
Depok,419,689,4,3,3,2012,SHM,Baru,-6.364552112717583,106.91633825300272,3642382429.0,kaggle,22.015903818230626
Bogor,251,494,7,6,1,2000,HGB,Butuh Renovasi,-6.380506658762018,106.774053311005,2700245862.0,kaggle,21.716608666181322
Tangerang,396,468,3,2,0,1981,SHM,Bagus,-6.265618978400422,106.86390502525424,3250563392.0,kaggle,21.902094169956698
Jakarta Timur,359,384,7,6,3,1992,SHM,Baru,-6.2619771372117885,106.81297919821988,3916474819.0,kaggle,22.088457805541147
Jakarta Pusat,50,259,2,2,0,1981,SHM,Bagus,-6.296062741758364,106.71768447752852,1751610871.0,kaggle,21.283801699768805
Jakarta Utara,252,343,7,6,1,2022,Girik,Bagus,-6.179837748786161,106.78569184399748,2912583170.0,kaggle,21.792306211997023
Jakarta Utara,527,651,6,6,1,2010,SHM,Bagus,-6.269170959744989,106.9119585618285,5550432092.0,kaggle,22.437141616268836
Jakarta Utara,582,654,2,2,1,1989,SHM,Bagus,-6.236606590699256,106.87584124714608,5758631769.0,kaggle,22.47396574350658
Tangerang,218,340,1,1,1,2002,HGB,Bagus,-6.196688765107275,106.71832908156274,1901560014.0,kaggle,21.365940446759318
Bogor,305,488,5,5,2,2001,HGB,Bagus,-6.441241214452647,106.73226317110858,2681041182.0,kaggle,21.70947105714156
Jakarta Timur,502,688,1,1,3,2008,SHM,Butuh Renovasi,-6.250274536109234,106.8850346749784,5404296349.0,kaggle,22.410460094548903
Jakarta Pusat,554,751,6,5,2,2012,HGB,Bagus,-6.1405319350700704,106.94029293258268,8060877459.0,kaggle,22.81028825354444
Bogor,577,654,5,5,1,2010,SHM,Bagus,-6.443913939976098,106.7918318387066,4072713471.0,kaggle,22.12757531499181
Jakarta Pusat,502,687,1,1,3,1993,SHM,Baru,-6.308186263669664,106.87049944058992,7194142984.0,kaggle,22.696533057613095
Bogor,340,592,5,4,3,1989,HGB,Baru,-6.12582039242796,106.73460594840068,3041028571.0,kaggle,21.835461641191056
Tangerang,179,191,4,4,0,1997,HGB,Bagus,-6.326395959201112,106.77964042780972,1899479356.0,kaggle,21.364845662936165
Depok,146,444,7,7,1,1990,SHM,Baru,-6.289444911529916,106.68648646581538,1929927033.0,kaggle,21.380748032930917
Jakarta Pusat,267,342,2,1,2,2018,SHM,Sedang,-6.10646051243449,106.92584830329584,3836755304.0,kaggle,22.067892873699176
Bogor,535,585,5,5,0,1982,SHM,Sedang,-6.3802366493673,106.80832314232735,3719027065.0,kaggle,22.0367279296257
Jakarta Utara,589,863,4,3,3,1981,HGB,Bagus,-6.427160683806248,106.94116018356928,6379233226.0,kaggle,22.576313743224652
Bekasi,308,456,7,7,2,1987,Girik,Bagus,-6.149202093198543,106.90667935872727,2537294123.0,kaggle,21.65436404462381
Jakarta Utara,208,426,7,7,1,2010,SHM,Butuh Renovasi,-6.146037130575671,106.94519816503312,2916917288.0,kaggle,21.793793172613398
Jakarta Selatan,42,163,3,2,2,1987,HGB,Baru,-6.284772757861996,106.77141077426651,1101259204.0,kaggle,20.819720093863044
Depok,190,400,1,1,2,2022,SHM,Bagus,-6.27002748893295,106.73923479373693,1818546887.0,kaggle,21.32130360594674
Depok,557,836,3,3,2,1981,HGB,Butuh Renovasi,-6.157467770633757,106.99100981844852,4457255935.0,kaggle,22.217799152641124
Jakarta Utara,581,606,6,5,0,2001,SHM,Butuh Renovasi,-6.191504175659471,106.90954489185307,5483826048.0,kaggle,22.425068878413274
Jakarta Timur,583,755,4,4,3,1984,SHM,Bagus,-6.357197849224046,106.94689352573654,6180248896.0,kaggle,22.54462438220048
Tangerang,553,708,3,2,2,1986,SHM,Bagus,-6.4440873257249685,106.6842026795872,4404246480.0,kaggle,22.20583502177024
Jakarta Pusat,250,487,3,3,3,1999,HGB,Baru,-6.282104943113259,106.79342771849468,3998674484.0,kaggle,22.10922876439823
Depok,169,250,7,7,0,2007,SHM,Baru,-6.149380685866525,106.91770134098476,1729431971.0,kaggle,21.271058851656363
Jakarta Utara,320,592,4,4,1,1992,SHM,Sedang,-6.1364578631584425,106.7049545065568,3928714604.0,kaggle,22.091578136808614
Jakarta Utara,161,228,7,7,1,1981,HGB,Baru,-6.115320831023346,106.86154877746206,2136168814.0,kaggle,21.482279788161097
Tangerang,474,517,2,2,2,2011,SHM,Sedang,-6.142152866835526,106.8173032855856,3617216137.0,kaggle,22.00897054428255
Tangerang,187,247,5,4,0,2005,SHM,Bagus,-6.2469847556456655,106.68563728228516,1641437061.0,kaggle,21.218837952410272
Jakarta Barat,366,488,6,5,1,1982,SHM,Baru,-6.294388040267364,106.75551218467822,4342820089.0,kaggle,22.191789764358983
Jakarta Barat,573,768,6,6,0,2020,HGB,Baru,-6.178802553713065,106.77113343650136,6721454975.0,kaggle,22.628570482331348
Jakarta Timur,418,528,1,1,0,2021,SHM,Bagus,-6.191062427972041,106.71579518283085,4391575981.0,kaggle,22.202953993232565
Jakarta Timur,150,407,7,6,2,1992,SHM,Baru,-6.261649799471491,106.88209181111765,2638991085.0,kaggle,21.693662516667274
Jakarta Selatan,517,605,5,4,2,2000,SHM,Sedang,-6.419435419604536,106.7575673204006,7293457458.0,kaggle,22.71024354474576
Jakarta Timur,319,516,1,1,0,2016,Girik,Butuh Renovasi,-6.125871528624578,106.7688382398782,3685857448.0,kaggle,22.027769021816248
